"X" "Y" "Z"
"601" 13.121653 22.701118 32.426231
"602" 12.178499 21.54249 30.244495
"603" 12.34355 21.67034 30.902349
"604" 11.636185 21.023106 30.294466
"605" 12.225657 21.550486 31.127184
"606" 13.139338 23.180553 33.50045
"607" 13.36923 23.27644 33.142368
"608" 13.221863 23.068682 32.342949
"609" 13.381025 22.940834 32.284672
"610" 13.575552 22.900887 32.701031
"611" 13.322078 22.189724 31.951584
"612" 11.671551 20.615587 28.937122
"613" 12.107762 21.047077 29.953043
"614" 12.231547 20.895256 29.245228
"615" 11.553658 19.185284 26.713753
"616" 11.482921 18.801739 26.49724
"617" 10.085871 17.842871 25.13991
"618" 10.03282 16.812096 23.441145
"619" 9.407979 17.227598 23.599369
"620" 9.1604 15.917151 21.634136
"621" 8.494296 15.062164 19.81048
"622" 10.256819 16.923962 23.074755
"623" 9.773449 16.300699 22.999805
"624" 8.800824 14.982257 19.302523
"625" 9.407979 15.022205 20.235167
"626" 8.901032 15.237953 20.518299
"627" 9.850082 16.212801 22.89155
"628" 9.242927 15.325855 21.60083
"629" 8.582717 14.031384 19.377468
"630" 8.612189 14.11129 20.07695
"631" 7.804613 13.735736 19.310846
"632" 7.4863 12.617061 17.945179
"633" 8.488402 13.735736 20.026981
"634" 8.458928 14.486846 20.851379
"635" 8.983561 15.381786 22.217047
"636" 8.836188 15.325855 22.316969
"637" 9.313663 15.637486 21.684103
"638" 10.079976 16.844055 23.516098
"639" 9.567135 16.124908 22.36694
"640" 8.777245 15.357813 20.893015
"641" 9.166296 15.357813 21.759045
"642" 8.741876 15.437718 21.892284
"643" 8.417665 14.870392 20.992947
"644" 7.869456 13.639848 19.260885
"645" 8.559138 14.670629 21.44261
"646" 7.875351 14.007412 20.401714
"647" 7.598298 13.703773 19.868771
"648" 7.592403 13.607886 20.584913
"649" 7.026509 12.992618 19.152628
"650" 6.460617 11.562307 16.754393
"651" 7.291773 12.145617 18.894482
"652" 7.592403 12.928694 20.260153
"653" 7.946086 13.176397 20.676514
"654" 7.969666 13.38415 22.025524
"655" 8.052193 13.671813 21.767378
"656" 7.368403 13.056541 19.460733
"657" 7.692613 12.808833 20.026981
"658" 7.79872 12.768881 19.943712
"659" 7.397879 12.193561 18.52808
"660" 7.615982 12.337391 18.727938
"661" 8.158297 13.040558 19.9687
"662" 7.739772 12.832805 20.060297
"663" 7.916614 13.040558 21.226109
"664" 7.869456 13.09649 21.159487
"665" 7.893033 13.160418 20.967966
"666" 7.887141 13.184389 21.042912
"667" 8.453032 13.871575 21.858973
"668" 8.311561 13.823631 21.709085
"669" 7.928403 13.440086 20.34342
"670" 8.081665 13.424106 20.493313
"671" 8.052193 13.056541 19.697203
"672" 7.938692 13.282398 19.672031
"673" 8.115247 13.22532 19.655254
"674" 8.272885 13.20086 20.099869
"675" 8.159385 13.608544 20.611593
"676" 8.443134 13.934695 20.938766
"677" 8.834083 14.211922 21.240767
"678" 8.928665 14.578835 22.289383
"679" 8.808862 15.019137 22.759161
"680" 9.086302 15.394208 23.254105
"681" 8.733192 14.774527 22.029316
"682" 8.802553 15.092521 22.465544
"683" 8.512497 14.709299 21.618265
"684" 8.19722 13.983618 20.661934
"685" 8.03958 14.114074 21.098148
"686" 7.755831 13.469935 20.074707
"687" 7.888247 13.633006 20.276039
"688" 7.926081 13.81239 20.527712
"689" 7.257692 12.842097 19.328091
"690" 7.673858 13.429165 20.544477
"691" 7.440553 13.005171 19.906929
"692" 7.308137 13.445472 20.804543
"693" 7.352274 13.57593 21.12332
"694" 7.560358 13.755311 21.047817
"695" 7.831498 14.162999 21.643431
"696" 7.427941 13.796083 21.047817
"697" 7.320749 13.616701 20.636761
"698" 7.352274 13.347627 20.2341
"699" 7.623415 13.510701 20.552868
"700" 7.383802 13.584085 20.796152
"701" 7.585581 13.942848 21.349823
"702" 7.989137 14.236382 21.777653
"703" 8.001747 14.350538 21.911879
"704" 7.383802 13.681929 20.930378
"705" 7.604497 13.624853 20.82132
"706" 7.654943 13.633006 20.89682
"707" 7.724302 13.518855 20.779377
"708" 7.194637 12.654563 19.579758
"709" 7.232471 12.524103 19.420364
"710" 7.308137 12.467026 19.311312
"711" 7.301832 12.279491 18.908642
"712" 7.055916 11.7495 17.969084
"713" 7.40272 12.14088 18.615034
"714" 7.200942 12.14088 18.556313
"715" 7.182026 12.515948 18.70731
"716" 7.074831 12.303952 18.44725
"717" 6.67758 11.390737 16.945631
"718" 6.797387 11.398888 17.197302
"719" 7.081136 11.822884 17.994253
"720" 6.734332 11.431502 17.432194
"721" 6.791081 11.439658 17.50769
"722" 6.627138 11.243969 17.516083
"723" 7.13158 11.896266 18.153637
"724" 7.182026 12.075647 18.262695
"725" 7.345969 12.597486 18.841526
"726" 7.516219 12.621945 18.757645
"727" 7.54775 12.833941 18.984138
"728" 7.894554 13.094862 19.571371
"729" 8.014359 13.486241 19.948875
"730" 8.159385 13.722699 20.729042
"731" 8.102636 13.323168 19.974039
"732" 8.63861 14.236382 21.408541
