"X" "Y" "Z"
"733" 8.443134 13.983618 20.921991
"734" 8.59447 13.975461 21.081373
"735" 8.834083 14.277149 21.324656
"736" 8.575554 13.910233 20.653543
"737" 8.165691 13.209015 19.806259
"738" 8.443134 13.42101 19.814651
"739" 8.588162 13.853159 20.301201
"740" 9.086302 14.195612 20.989096
"741" 9.180886 14.464684 21.307871
"742" 9.029551 14.309765 20.82132
"743" 8.815163 13.918387 20.2341
"744" 8.752109 14.057 20.519314
"745" 9.092607 14.684834 21.198822
"746" 9.269165 14.88868 21.207211
"747" 9.143052 14.741913 20.963928
"748" 9.294387 14.994676 21.114923
"749" 9.319608 15.108829 21.17366
"750" 9.275469 15.198524 21.358208
"751" 8.657525 14.415763 20.301201
"752" 8.922359 14.644066 20.720654
"753" 8.745803 14.644066 20.603205
"754" 9.079997 15.076215 21.114923
"755" 9.199802 15.434977 21.802826
"756" 8.953887 15.043598 21.366594
"757" 8.821469 14.913145 21.190437
"758" 9.206109 15.337133 21.819605
"759" 9.262858 15.280059 21.559544
"760" 9.338525 15.777436 22.322937
"761" 9.861885 16.503113 23.472223
"762" 9.767303 16.503113 23.195385
"763" 9.962776 17.073872 24.134945
"764" 9.893412 16.633574 23.7155
"765" 10.328496 17.408176 24.906725
"766" 9.931245 17.057562 24.252388
"767" 10.013219 17.090181 24.260782
"768" 9.508776 16.160656 23.287661
"769" 9.647496 16.568344 23.455446
"770" 9.464636 16.315575 22.968884
"771" 9.868192 17.033108 23.723892
"772" 10.051052 17.130951 23.992331
"773" 10.057359 17.652784 24.395002
"774" 9.874496 17.236952 23.707109
"775" 9.96908 17.538635 23.866499
"776" 10.24022 18.093084 24.445332
"777" 9.887107 17.881092 24.143335
"778" 9.975386 18.402931 25.024172
"779" 10.385246 18.835075 25.603004
"780" 10.820332 19.161226 26.416733
"781" 11.00319 19.275372 26.324451
"782" 10.706832 18.38662 25.057728
"783" 10.656385 18.826923 25.636564
"784" 10.624858 18.574158 25.39328
"785" 10.473523 18.566004 25.376505
"786" 10.732053 18.818769 25.611397
"787" 10.940138 18.761694 25.636564
"788" 11.255414 19.055225 26.257347
"789" 11.129302 18.777996 25.812727
"790" 10.631163 18.036009 24.957064
"791" 10.542884 17.864784 24.453724
"792" 10.391552 17.481564 23.874891
"793" 10.542884 17.506018 23.841333
"794" 10.599634 17.750633 23.690336
"795" 10.158248 16.76403 22.360043
"796" 10.138009 16.84593 22.630148
"797" 10.315092 17.230839 22.883377
"798" 10.542772 17.689449 23.567095
"799" 10.63131 17.673075 24.132639
"800" 10.732501 17.894194 23.541771
"801" 10.624988 17.54204 23.389832
"802" 10.669259 17.795918 23.432037
"803" 10.258172 17.411009 22.630148
"804" 10.194929 17.075241 22.106815
"805" 9.897682 16.624809 21.600357
"806" 9.834437 16.272661 21.465302
"807" 9.960924 16.575672 21.811384
"808" 9.94195 16.40369 21.676325
"809" 10.024169 16.813168 22.106815
"810" 10.378336 17.296354 22.511978
"811" 10.890612 18.049793 23.406715
"812" 10.972832 18.205395 23.676823
"813" 10.928557 18.352806 23.913174
"814" 11.263751 18.786854 24.461832
"815" 11.206834 18.704956 24.60533
"816" 11.187858 18.786854 24.43651
"817" 11.402889 19.401073 25.145548
"818" 11.371268 19.50754 25.348125
"819" 11.523052 19.646759 25.348125
"820" 11.567322 19.310986 24.892317
"821" 11.402889 18.958839 24.242369
"822" 11.769704 19.458399 24.740381
"823" 11.972082 19.818735 25.094904
"824" 12.294627 20.342869 26.048729
"825" 12.288303 20.236403 25.87991
"826" 12.180789 20.269165 25.652006
"827" 12.256681 19.794174 25.356573
"828" 12.3136 19.753223 25.381893
"829" 12.174463 19.532101 25.29748
"830" 12.066947 18.991598 24.858557
"831" 12.35155 19.261854 25.196192
"832" 12.724686 19.540297 25.660448
"833" 12.402143 19.343744 25.162426
"834" 12.092246 18.647633 24.284575
"835" 12.3136 18.917887 24.655977
"836" 12.370522 19.106247 25.010494
"837" 12.332575 19.253656 25.221514
"838" 12.326251 19.597622 26.006529
"839" 12.591876 19.614002 26.090931
"840" 12.604523 19.712275 25.77018
"841" 12.484362 19.589432 25.685766
"842" 12.749986 19.810547 25.744862
"843" 12.882797 19.777792 25.846148
"844" 12.819554 19.474775 25.272161
"845" 12.553929 18.975218 24.740381
"846" 12.522305 18.991598 24.875439
"847" 12.76896 19.523911 25.204634
"848" 12.983987 19.85969 25.660448
"849" 13.357127 20.162701 26.293518
"850" 13.401398 20.023479 26.259758
"851" 13.57848 20.310114 26.842176
"852" 13.553183 20.482094 27.146053
"853" 13.483617 20.604939 27.289543
"854" 13.483617 21.104504 27.770678
"855" 14.116055 21.333805 28.42063
"856" 13.932648 21.251911 28.158964
"857" 13.945293 21.210964 27.990147
"858" 13.799835 20.834244 27.711596
"859" 14.046487 21.325617 28.243376
"860" 14.02119 21.047173 27.627182
"861" 13.780859 20.416576 26.98567
"862" 13.913673 20.21184 26.88438
"863" 14.141353 20.514853 27.331749
"864" 14.204596 20.604939 27.407724
"865" 14.293142 20.867002 27.331749
"866" 13.774541 19.998911 26.361042
"867" 13.559509 19.884256 26.22599
"868" 13.831458 20.334682 26.935026
"869" 14.141353 20.768726 27.720036
"870" 14.31211 20.907949 27.914173
"871" 14.849685 21.333805 28.673862
"872" 14.780116 21.38295 28.707624
"873" 14.824391 21.563118 29.028378
"874" 14.818062 21.522171 29.104351
"875" 15.273418 21.948027 29.585491
"876" 15.380933 21.751472 29.965334
"877" 15.203849 21.702337 29.864035
"878" 15.412557 21.939837 30.243874
"879" 15.248123 21.497599 29.897795
"880" 15.235475 21.350183 29.804951
"881" 15.437854 21.513977 29.864035
"882" 15.273418 21.161829 29.239407
"883" 15.058388 20.563992 28.547239
"884" 14.874983 20.236403 28.547239
"885" 14.204596 19.548489 27.424599
"886" 14.49552 20.187267 28.412188
"887" 13.869405 19.532101 27.205137
"888" 14.090759 19.614002 27.441479
"889" 13.995889 20.031668 28.015469
"890" 14.109731 20.179077 28.066114
"891" 14.248867 20.408388 28.505037
"892" 14.501843 20.392006 28.479723
"893" 15.153253 21.227345 29.332253
"894" 15.197524 21.210964 29.315376
"895" 15.260772 21.301052 29.315376
"896" 14.957199 20.948898 28.640095
"897" 15.248123 21.186398 28.87644
"898" 15.494771 21.38295 29.602369
"899" 15.260772 21.604063 29.593927
"900" 15.1912 21.554928 29.43354
"901" 14.874983 21.227345 28.834236
"902" 14.735844 21.104504 28.530369
"903" 15.045743 21.497599 28.969296
"904" 14.805413 21.309242 29.011501
"905" 15.172232 21.685957 29.458858
"906" 14.432275 21.038988 29.112791
"907" 14.754823 21.219152 28.707624
"908" 15.11531 21.890697 29.222517
"909" 15.102662 21.898891 29.230963
"910" 14.938226 21.497599 28.336222
"911" 14.874983 21.219152 28.327785
"912" 14.628329 21.276484 28.201168
"913" 14.337409 20.801487 27.534327
"914" 14.425949 21.022602 27.78756
"915" 14.590384 21.194584 28.133648
"916" 14.520815 20.973471 28.074558
"917" 14.653626 21.301052 28.564127
"918" 14.438602 21.202776 28.606333
"919" 14.381678 21.407513 28.918653
"920" 14.160328 20.957092 28.42063
"921" 14.248867 21.047173 28.555687
"922" 14.084434 21.170013 28.884159
"923" 14.16573 21.443647 29.053923
"924" 14.360851 21.71644 29.46134
"925" 14.653536 21.807375 29.580172
"926" 14.686055 21.906574 29.597143
"927" 14.835645 21.86524 29.418898
"928" 14.829144 21.650312 29.283094
"929" 14.855154 21.766041 29.12183
"930" 15.427509 22.253773 30.089441
"931" 15.473041 22.377773 30.394999
"932" 15.531573 22.551371 30.785448
"933" 15.460031 22.476969 30.624186
"934" 15.642142 22.592699 30.895784
"935" 15.798241 22.526569 30.827887
"936" 15.277916 22.129772 30.131889
"937" 15.512063 22.352972 30.505346
"938" 15.707184 22.419106 30.437452
"939" 15.375476 22.088438 30.038509
"940" 15.603118 22.113237 30.462906
"941" 15.141334 21.608973 29.665056
"942" 14.634023 21.16258 28.935095
"943" 14.334843 20.732714 28.30699
"944" 14.555972 20.790575 28.527679
"945" 14.295815 20.724445 28.17967
"946" 14.230771 20.625244 28.06933
"947" 14.100692 20.410313 27.772257
"948" 13.723461 20.203648 27.169615
"949" 14.055164 20.583912 28.256063
"950" 14.152724 20.831911 28.536165
"951" 13.977117 20.740976 28.196657
"952" 13.313706 20.112713 26.991375
"953" 13.391753 20.261515 27.229036
"954" 13.307203 20.046585 26.813128
"955" 13.697441 20.443378 27.500643
"956" 13.612892 20.600445 27.356352
"957" 14.087685 21.071644 27.975964
"958" 13.840534 21.07991 27.942011
"959" 14.399875 21.559372 28.748354
"960" 14.555972 21.584177 28.621035
"961" 14.666541 21.840443 28.935095
"962" 14.555972 21.856972 29.002993
"963" 14.751094 21.724709 28.502214
"964" 14.451906 21.179108 27.90806
"965" 14.529957 21.261776 28.06933
"966" 14.19175 21.352711 28.145727
"967" 14.399875 21.41884 28.357922
"968" 14.809633 21.856972 28.722893
"969" 14.887674 22.179373 29.053923
"970" 15.056783 22.344704 29.189724
"971" 14.972229 22.278574 28.884159
"972" 15.355964 22.617504 29.529253
"973" 15.271413 22.667107 29.393438
"974" 15.427509 22.617504 29.393438
"975" 15.479543 22.65884 29.537727
"976" 15.434014 22.741503 29.537727
"977" 15.427509 22.890301 29.622606
"978" 15.264913 22.857239 29.164267
"979" 15.538077 23.187902 29.665056
"980" 15.71369 23.303637 29.953638
"981" 15.596618 23.080433 29.444357
"982" 15.447024 22.923368 29.036947
"983" 15.551084 22.87377 29.028467
"984" 15.772224 23.080433 29.215197
"985" 15.453526 22.708433 28.867188
"986" 15.492553 22.749769 28.340948
"987" 15.499055 22.716703 28.3664
"988" 15.752712 22.997768 28.986021
"989" 15.778728 23.072166 29.062414
"990" 15.616126 23.072166 29.240656
"991" 15.915308 23.493771 29.919682
"992" 16.012871 23.667368 30.51384
"993" 16.116936 23.650837 30.496855
"994" 15.999864 23.452435 30.293152
"995" 15.993358 23.526833 30.488371
"996" 16.12344 23.659101 30.726038
"997" 16.071407 23.617764 30.717539
"998" 16.038887 23.543365 30.581749
"999" 16.338074 23.791368 30.921251
"1000" 16.30555 23.758299 30.878817
"1001" 15.921816 23.204433 30.233734
"1002" 15.817753 23.237499 30.174311
"1003" 16.045389 23.675631 30.819401
"1004" 15.967343 23.617764 30.759979
"1005" 15.856771 23.683901 30.870321
"1006" 15.798241 23.783102 31.557837
"1007" 15.765718 23.84923 31.489929
"1008" 15.186863 23.179632 30.564764
"1009" 15.447024 23.237499 30.929741
"1010" 15.583608 23.659101 31.107988
"1011" 15.245396 23.336702 30.776958
"1012" 15.434014 23.526833 30.997641
"1013" 14.627516 22.840704 30.174311
"1014" 14.503938 22.435638 29.571686
"1015" 13.534842 21.815641 28.57011
"1016" 13.554356 21.79084 28.162697
"1017" 14.588495 22.741503 29.486809
"1018" 14.256787 22.87377 29.495293
"1019" 14.360851 23.278835 29.962112
"1020" 14.2763 23.030836 29.648067
"1021" 13.795004 22.617504 29.113335
"1022" 13.658421 22.352972 28.73988
"1023" 13.294196 22.162842 28.485237
"1024" 12.832412 21.898306 28.026894
"1025" 12.012907 20.831911 26.745228
"1026" 12.546235 21.22871 27.262989
"1027" 12.520218 20.980711 26.711277
"1028" 12.42266 21.022045 26.931957
"1029" 12.318593 21.055111 26.889521
"1030" 13.164114 21.815641 28.111774
"1031" 13.079565 21.633776 27.670408
"1032" 12.66981 21.377512 26.58396
"1033" 13.047042 22.088438 27.831671
"1034" 13.086068 22.047106 27.992943
"1035" 12.409649 21.245241 26.957426
"1036" 12.129978 21.063374 26.719765
"1037" 12.63729 21.41884 27.195082
"1038" 12.66981 21.319643 26.965912
"1039" 13.346227 21.980974 28.213623
"1040" 13.417768 21.980974 28.417332
"1041" 13.51533 22.038836 28.273045
"1042" 13.808014 22.634037 29.062414
"1043" 13.716957 22.675373 29.070904
"1044" 13.684438 22.675373 29.062414
"1045" 13.808014 22.832436 29.317055
"1046" 13.957604 22.741503 29.128485
"1047" 13.697441 22.386038 28.326469
"1048" 13.620605 22.177988 28.207031
"1049" 13.344777 21.803501 27.584181
"1050" 13.423588 21.994905 27.9084
"1051" 13.239703 21.845112 27.507395
"1052" 12.609241 20.829828 26.500605
"1053" 12.464761 20.696686 26.312906
"1054" 12.471326 20.480314 26.099602
"1055" 12.464761 20.480314 26.005747
"1056" 12.661777 20.655073 26.193455
"1057" 13.055817 21.171036 27.131983
"1058" 13.364479 21.345795 27.413538
"1059" 13.462994 21.811819 27.695101
"1060" 13.371049 21.753571 27.550056
"1061" 13.5418 22.003229 27.951063
"1062" 13.614038 21.895041 27.806019
"1063" 13.600904 22.028193 27.797487
"1064" 13.160895 21.370762 26.95281
"1065" 13.200301 21.28754 27.106386
"1066" 13.653444 21.686996 27.746302
"1067" 13.344777 21.345795 27.396475
"1068" 13.765087 21.828465 28.061977
"1069" 13.994943 21.96162 28.189968
"1070" 14.191964 22.11974 28.437399
"1071" 14.139423 22.003229 28.113174
"1072" 14.040912 21.92001 27.985186
"1073" 14.159125 22.069807 28.019314
"1074" 14.152562 22.18631 28.070509
"1075" 14.618839 22.585766 28.940783
"1076" 14.461221 22.460934 28.872519
"1077" 14.612272 22.660666 29.111416
"1078" 14.500625 22.544161 29.13702
"1079" 14.49406 22.369396 28.906654
"1080" 14.631974 22.452616 28.99197
"1081" 14.375846 22.327785 28.804266
"1082" 13.719117 21.553846 27.81455
"1083" 13.68628 21.470625 27.771887
"1084" 13.791358 21.445662 27.618307
"1085" 13.942406 21.412373 27.686567
"1086" 14.191964 22.019873 28.232624
"1087" 14.093453 22.202953 28.1217
"1088" 13.817628 21.895041 27.652435
"1089" 13.85703 21.711956 27.353817
"1090" 13.725684 21.587132 27.242899
"1091" 13.403886 21.162712 26.765104
"1092" 13.371049 21.279219 26.773634
"1093" 13.430155 21.337471 26.679783
"1094" 13.903001 21.903368 27.430611
"1095" 13.80449 21.811819 27.106386
"1096" 13.830757 21.720282 27.046659
"1097" 14.599137 22.169668 27.916937
"1098" 14.612272 22.352749 28.207031
"1099" 14.723916 22.660666 28.505644
"1100" 14.592566 22.477581 28.138767
"1101" 14.730484 22.569122 28.309408
"1102" 14.940637 22.627373 28.283819
"1103" 14.907797 22.668983 28.556837
"1104" 15.255869 22.976894 28.8384
"1105" 15.380646 23.043472 28.829865
"1106" 15.37408 22.968578 28.753077
"1107" 15.236164 23.026829 28.710421
"1108" 15.183629 22.918646 28.590967
"1109" 15.525126 23.11837 29.000505
"1110" 15.459454 23.060116 28.966379
"1111" 15.472588 22.877031 28.846924
"1112" 15.321544 22.718918 28.616562
"1113" 15.728715 23.135014 29.230871
"1114" 15.748417 23.018505 29.102894
"1115" 16.011103 23.143337 29.392981
"1116" 15.846927 23.209911 29.640415
"1117" 15.5908 23.326418 29.640415
"1118" 15.754982 23.576078 30.049953
"1119" 15.617071 23.426283 29.631882
"1120" 15.971706 23.900631 30.416836
"1121" 16.109617 24.05043 30.681326
"1122" 16.070211 23.759157 30.382708
"1123" 16.32634 24.058752 30.84343
"1124" 16.240967 24.133644 30.89463
"1125" 16.096483 24.141972 30.86903
"1126" 16.208128 24.466524 31.355358
"1127" 16.346043 24.358337 31.235901
"1128" 16.313204 24.20022 31.193251
"1129" 16.260668 24.141972 31.338297
"1130" 15.702443 23.642651 30.391235
"1131" 16.070211 23.975525 30.766651
"1132" 15.892899 23.834053 30.587481
"1133" 15.984836 23.792446 30.775175
"1134" 16.339474 24.033781 30.97994
"1135" 16.194994 23.975525 30.997017
"1136" 15.899464 23.692577 30.775175
"1137" 16.063643 23.80077 30.834888
"1138" 16.070211 24.067072 30.971424
"1139" 16.181856 24.158609 31.090855
"1140" 16.536493 24.31673 31.466278
"1141" 16.674404 24.366661 31.466278
"1142" 17.232626 24.907585 32.609577
"1143" 17.252329 24.974163 32.746078
"1144" 17.088148 25.090672 33.010578
"1145" 16.720379 24.841013 32.763153
"1146" 16.792616 25.015774 33.223877
"1147" 16.602171 24.932558 33.522503
"1148" 16.280367 24.458202 32.916725
"1149" 16.293503 24.441561 32.711956
"1150" 15.971706 23.842381 31.969673
"1151" 15.971706 23.900631 32.089111
"1152" 16.30007 24.333374 32.771683
"1153" 16.168724 24.591354 33.095898
"1154" 16.149019 24.591354 33.078838
"1155" 15.571098 24.175257 32.464531
"1156" 15.971706 24.649611 33.019108
"1157" 15.531694 24.449881 32.583973
"1158" 15.709015 24.499809 32.763153
"1159" 15.446322 24.408272 32.703419
"1160" 15.873197 24.999132 33.641956
"1161" 16.247528 25.332006 34.239204
"1162" 16.451118 25.381939 34.546352
"1163" 16.35261 25.431868 34.785255
"1164" 16.378876 25.307043 34.571945
"1165" 16.273798 25.1406 34.239204
"1166" 16.42485 25.190536 34.384254
"1167" 16.549629 25.381939 34.563412
"1168" 16.746651 25.506771 34.887642
"1169" 16.825459 25.49012 34.776707
"1170" 16.510223 25.440193 34.469563
"1171" 16.687546 25.348648 34.571945
"1172" 16.608736 25.282076 34.597549
"1173" 16.608736 25.157249 34.862072
"1174" 16.795273 25.416286 35.206722
"1175" 16.896286 25.517214 35.318737
"1176" 16.970364 25.651779 35.396294
"1177" 16.950159 25.618135 35.223961
"1178" 16.997303 25.794758 35.48246
"1179" 17.125252 26.030249 35.809864
"1180" 17.118521 26.013428 35.844326
"1181" 17.131989 26.072304 35.921886
"1182" 17.233 26.282558 36.120064
"1183" 16.788542 26.005014 35.740952
"1184" 16.674055 26.055481 35.77541
"1185" 16.505701 25.929323 35.31012
"1186" 16.445093 25.946146 35.447983
"1187" 16.465292 25.845221 35.404896
"1188" 16.438356 26.22369 36.033894
"1189" 16.640387 26.442358 36.404415
"1190" 16.754869 26.274147 36.14592
"1191" 16.761604 26.341436 36.318249
"1192" 16.903023 26.484406 36.637047
"1193" 16.889553 26.181637 36.14592
"1194" 16.606712 25.946146 35.809864
"1195" 16.593245 26.005014 35.827114
"1196" 16.855883 26.072304 35.982197
"1197" 16.775074 25.836809 35.749557
"1198" 16.903023 26.274147 36.731831
"1199" 16.855883 26.232098 36.404415
"1200" 16.546106 26.080709 36.404415
"1201" 16.748135 26.316202 37.274677
"1202" 17.084848 26.846056 37.869198
"1203" 17.030977 26.888113 37.843353
"1204" 17.259939 27.089958 37.989834
"1205" 17.414825 27.089958 37.7658
"1206" 17.475433 27.073137 37.91227
"1207" 17.57645 27.106775 37.946743
"1208" 17.488901 26.921749 37.412529
"1209" 17.414825 27.014265 37.688251
"1210" 17.367687 27.098373 37.679642
"1211" 17.52931 27.317039 38.463734
"1212" 17.354216 27.308628 38.27417
"1213" 17.522573 27.712334 38.808388
"1214" 17.717869 27.846899 39.221985
"1215" 17.690931 27.846899 39.256447
"1216" 17.051178 27.417961 38.704998
"1217" 17.118521 27.460018 39.359848
"1218" 17.192593 27.42638 38.756683
"1219" 17.52931 27.905771 39.4977
"1220" 17.583185 28.317879 39.894058
"1221" 17.192593 28.149677 39.359848
"1222" 17.40136 28.284245 39.575253
"1223" 17.583185 28.502907 39.980236
"1224" 17.475433 28.578608 39.911301
"1225" 17.199329 28.200134 39.514942
"1226" 17.32728 28.090799 39.144444
"1227" 17.212797 27.939415 38.816994
"1228" 16.620182 27.207705 37.412529
"1229" 16.815474 27.409557 38.032913
"1230" 16.640387 27.291811 38.11047
"1231" 16.162254 26.846056 37.817497
"1232" 15.791865 26.60216 37.205742
"1233" 15.987159 27.174067 38.317265
"1234" 16.431622 27.317039 38.317265
"1235" 16.802006 27.905771 39.385689
"1236" 16.802006 27.880543 39.351231
"1237" 16.936693 27.964642 39.514942
"1238" 17.28014 28.015106 39.592495
"1239" 17.354216 27.863718 39.837536
"1240" 17.34075 27.653458 39.630451
"1241" 17.616852 27.813257 40.079132
"1242" 17.872759 28.208548 40.458782
"1243" 17.926632 28.267416 40.424271
"1244" 18.135395 28.536549 40.493301
"1245" 18.115191 28.595428 40.588207
"1246" 18.09499 28.763638 40.907455
"1247" 18.384562 28.772038 40.510559
"1248" 18.371096 28.57019 40.50193
"1249" 18.559652 28.839333 40.760792
"1250" 18.60006 28.393572 39.85479
"1251" 18.243143 27.855307 38.707211
"1252" 18.384562 27.897356 38.741714
"1253" 18.424969 27.914181 38.983315
"1254" 18.337418 27.846899 39.233543
"1255" 18.09499 27.552536 38.620926
"1256" 18.121925 27.846899 39.09549
"1257" 18.660666 28.242189 39.863426
"1258" 18.882898 28.460859 40.14817
"1259" 18.903099 28.275827 39.811649
"1260" 19.004114 28.359934 40.01873
"1261" 19.044521 28.368347 40.113651
"1262" 19.091663 28.351524 40.061878
"1263" 19.037788 28.343113 40.665867
"1264" 18.808821 28.435633 40.105026
"1265" 18.519249 27.880543 39.060974
"1266" 18.061314 27.552536 38.387966
"1267" 17.78521 26.946985 37.473354
"1268" 18.101723 27.148836 37.671803
"1269" 18.310486 27.460018 38.344814
"1270" 18.404764 27.577763 38.500126
"1271" 18.041115 27.031086 37.309402
"1272" 17.933369 26.946985 37.240379
"1273" 17.650522 26.719904 36.981514
"1274" 17.643791 26.711491 36.757175
"1275" 17.78521 26.837652 36.774448
"1276" 17.946835 27.249758 37.464706
"1277" 18.101723 27.308628 37.507851
"1278" 17.926632 27.199295 37.499226
"1279" 17.354216 26.711491 36.877979
"1280" 17.475433 26.989035 37.421562
"1281" 17.414825 27.266575 38.025566
"1282" 17.711132 27.375912 38.249893
"1283" 17.872759 27.401148 38.448353
"1284" 17.993973 27.67028 38.767597
"1285" 17.57645 26.888113 37.749447
"1286" 17.556246 26.862879 37.714943
"1287" 17.435026 26.787184 37.689045
"1288" 17.360954 26.341436 36.8521
"1289" 17.495636 26.375074 36.8521
"1290" 17.179129 26.139584 36.774448
"1291" 17.408094 26.400305 37.257637
"1292" 17.057909 25.937729 36.515583
"1293" 17.105051 25.828398 35.946106
"1294" 17.549511 26.299379 36.714035
"1295" 17.064644 25.761112 35.971996
"1296" 16.909758 25.483572 35.790791
"1297" 17.111786 25.433104 35.730404
"1298" 16.99057 25.508799 35.739025
"1299" 17.293612 26.114351 36.627739
"1300" 17.153177 26.060165 36.567364
"1301" 17.057278 25.763838 36.287888
"1302" 16.879166 25.399773 35.638947
"1303" 16.851765 25.526772 35.742786
"1304" 17.187429 25.967035 36.711845
"1305" 17.454594 26.458096 37.265591
"1306" 17.84506 26.813688 37.776085
"1307" 17.975218 27.008421 38.09621
"1308" 17.680653 27.084625 38.47694
"1309" 17.564198 26.957624 38.4077
"1310" 17.86561 27.118488 38.91819
"1311" 17.776556 27.042292 38.61536
"1312" 17.276484 26.475029 37.67226
"1313" 17.029873 26.585094 37.680904
"1314" 17.351837 26.949158 38.104874
"1315" 17.125776 26.745958 37.836662
"1316" 17.023026 27.059225 38.848972
"1317" 16.851765 26.754427 38.675926
"1318" 17.255938 27.177757 39.255634
"1319" 17.454594 27.296293 39.298897
"1320" 17.742304 27.592621 39.869942
"1321" 17.86561 27.609556 40.112202
"1322" 17.6327 27.575687 39.973774
"1323" 17.797106 27.338621 39.792084
"1324" 17.5916 26.585094 38.857624
"1325" 17.440893 26.551226 38.632664
"1326" 17.269634 26.195631 38.191402
"1327" 17.290186 26.246435 38.174099
"1328" 16.769564 25.602966 37.222336
"1329" 16.584602 25.729967 37.101196
"1330" 15.4132 24.493845 34.453587
"1331" 15.262495 24.070515 34.064243
"1332" 14.036288 22.758198 31.442583
"1333" 15.406351 24.028181 33.147087
"1334" 14.680217 23.64719 32.299164
"1335" 15.557057 24.612379 33.744106
"1336" 15.646108 24.570044 33.951744
"1337" 16.310591 25.13731 35.024647
"1338" 15.974924 24.773245 34.367065
"1339" 16.255787 24.925642 34.548759
"1340" 15.488552 23.901188 32.601986
"1341" 15.296747 23.537121 32.091496
"1342" 15.317296 23.621788 32.004982
"1343" 16.022877 24.231382 33.138439
"1344" 15.947525 24.349915 33.242252
"1345" 15.687213 24.146717 32.66256
"1346" 16.077681 24.299114 33.372044
"1347" 16.536648 24.798645 34.28054
"1348" 16.522951 25.018774 34.566067
"1349" 16.673658 25.306639 34.773727
"1350" 16.502399 25.272774 34.522816
"1351" 16.08453 24.824045 33.770039
"1352" 15.714614 24.527714 33.467228
"1353" 16.324293 25.010309 34.58337
"1354" 15.974924 24.840977 34.29784
"1355" 15.468003 24.078985 33.155743
"1356" 15.235091 23.697989 33
"1357" 15.269344 23.926584 33.181694
"1358" 15.132337 23.977385 33.501827
"1359" 15.399502 24.45998 34.05558
"1360" 15.522806 24.282185 33.995018
"1361" 15.084388 23.791121 33.415306
"1362" 14.995332 23.774185 33.216309
"1363" 14.447307 22.927526 31.849245
"1364" 13.652671 21.708338 29.902468
"1365" 13.748574 21.53054 29.391972
"1366" 14.111642 22.038536 30.388426
"1367" 14.550062 22.453398 30.831106
"1368" 14.159592 21.809937 29.589882
"1369" 14.214396 21.945402 29.815552
"1370" 13.741723 21.581339 29.043041
"1371" 13.289601 20.793945 27.940685
"1372" 13.591017 20.624615 28.600368
"1373" 13.981483 21.522076 29.763468
"1374" 14.591162 22.174004 30.518635
"1375" 14.680217 21.801472 29.971798
"1376" 15.358397 22.673529 31.36059
"1377" 15.324145 22.512669 31.351908
"1378" 15.598161 23.029127 31.673061
"1379" 15.652962 22.715862 31.551544
"1380" 15.974924 23.291594 32.775402
"1381" 15.536507 22.698931 32.054977
"1382" 15.769415 23.071461 32.983734
"1383" 15.481702 22.580399 32.341419
"1384" 15.440602 22.639662 32.488972
"1385" 15.769415 23.054529 33.148643
"1386" 16.276337 23.57099 33.86039
"1387" 15.837922 23.156124 33.21809
"1388" 16.063978 23.587921 33.895126
"1389" 17.23538 24.510782 35.422794
"1390" 17.036724 24.544647 35.796032
"1391" 16.262636 23.909653 34.259678
"1392" 15.65981 23.130728 33.192047
"1393" 15.851619 23.435524 34.164196
"1394" 16.180435 24.036648 35.084274
"1395" 16.105083 23.748789 35.058231
"1396" 16.214687 23.909653 35.344677
"1397" 16.420195 24.053583 35.752621
"1398" 15.591309 23.105326 34.146839
"1399" 15.844769 23.122257 34.554798
"1400" 16.30374 23.604853 35.309944
"1401" 15.92012 23.350859 34.884636
"1402" 15.954375 23.215391 34.893318
"1403" 15.605011 23.096859 34.433277
"1404" 15.276194 22.487261 33.443764
"1405" 15.248791 22.52113 33.270164
"1406" 14.776122 22.004673 32.619175
"1407" 14.782969 22.021603 32.428211
"1408" 14.262346 21.386608 31.334538
"1409" 14.180145 21.132608 31.091509
"1410" 14.817225 21.793003 32.237263
"1411" 14.995332 22.131668 32.697277
"1412" 15.933823 23.249254 34.658951
"1413" 15.783117 23.19846 34.476681
"1414" 15.968078 23.020658 34.34647
"1415" 16.228386 23.206926 34.676308
"1416" 16.029726 23.215391 34.754425
"1417" 16.118782 23.350859 34.511391
"1418" 15.591309 22.648132 33.383007
"1419" 15.858469 22.952927 34.155525
"1420" 15.372101 22.478798 33.226768
"1421" 15.187139 22.038536 32.697277
"1422" 14.981631 21.53054 31.699095
"1423" 14.995332 21.539005 31.560221
"1424" 14.995332 21.809937 32.002899
"1425" 14.632266 21.505142 31.265102
"1426" 15.163629 21.99711 32.497654
"1427" 15.170692 22.203178 32.810135
"1428" 15.312013 22.563786 33.177994
"1429" 15.396808 22.666817 33.404648
"1430" 15.368539 22.589539 33.343628
"1431" 14.916318 22.23752 32.602669
"1432" 15.156564 22.486511 32.994926
"1433" 15.149496 22.838531 33.125694
"1434" 15.601721 23.52541 34.189205
"1435" 15.785437 23.482475 34.337399
"1436" 15.580521 23.336519 34.136913
"1437" 15.375604 23.096111 33.945118
"1438" 15.425068 23.164799 34.058449
"1439" 15.721841 23.465303 34.503025
"1440" 15.813699 23.353687 34.163059
"1441" 15.88436 23.473888 34.023571
"1442" 15.757169 23.293587 33.709755
"1443" 15.88436 23.430962 33.857948
"1444" 16.166998 23.722883 34.450726
"1445" 16.138735 23.86026 34.511745
